,SSE for Kmeans,SSE for DBSCAN,Entropy for Kmeans,Entropy for DBSCAN,Purity for K means,Purity for DBSCAN
0,159.728111265293,159.03680751738412,2.0856047278049012,2.0898333812304477,0.35434782608695653,0.34782608695652173
